PeakID	Irf1_0	Irf1_120	Irf4_0	Irf4_120	Junb_0	Junb_120	Rela_0	Rela_120	Relb_0	Relb_120	Rel_0	Rel_120	Stat1_0	Stat1_120	Stat2_0	Stat2_120	Stat3_0	Stat3_120
peak15654	2.22	7.73	1.50	1.19	0.00	7.65	3.34	13.54	0.00	1.04	0.00	4.79	0.60	0.67	0.00	3.85	1.26	4.80
peak23598	1.11	1.29	4.50	1.19	0.00	3.83	1.11	1.93	0.00	5.20	1.61	4.79	0.60	0.67	0.00	0.00	2.51	0.00
peak10785	5.54	6.44	1.50	2.37	24.89	11.48	5.57	2.90	7.27	6.24	6.44	4.79	1.57	2.34	2.73	4.49	0.63	0.00
peak26926	3.32	6.44	24.02	16.02	20.22	32.52	2.23	16.44	4.16	4.16	3.22	3.19	2.18	2.01	4.10	1.92	2.51	3.20
peak26721	7.75	2.58	7.51	5.34	4.67	11.48	1.11	6.77	1.04	5.20	4.83	6.38	2.30	3.01	4.10	8.98	0.63	2.40
peak16611	15.51	50.25	27.02	8.90	23.34	22.96	2.23	22.25	1.04	3.12	8.05	0.00	1.45	5.36	1.37	5.77	3.14	6.40
peak16544	0.00	0.00	4.50	0.00	0.00	0.00	1.11	2.90	4.16	1.04	1.61	0.00	0.60	0.89	0.00	0.00	0.00	2.40
peak9806	4.43	5.15	13.51	4.75	3.11	7.65	0.00	9.67	1.04	3.12	1.61	1.60	0.97	2.23	1.37	2.57	0.63	1.60
peak16974	4.43	3.87	0.00	4.15	6.22	3.83	1.11	7.74	2.08	7.28	1.61	6.38	2.66	1.79	0.00	2.57	0.63	6.40
peak29190	0.00	2.58	3.00	2.37	1.56	0.00	0.00	0.97	0.00	16.63	1.61	0.00	0.48	2.68	0.00	0.00	0.00	0.00
peak2624	17.72	12.89	19.51	11.86	4.67	24.87	0.00	23.21	7.27	11.43	3.22	7.98	3.27	6.58	8.20	7.70	3.14	5.60
peak8539	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.60	0.45	0.00	0.00	3.14	2.40
peak22739	4.43	2.58	10.51	6.53	14.00	13.39	1.11	10.64	5.19	11.43	3.22	3.19	1.21	3.90	1.37	4.49	3.14	0.80
peak374	3.32	3.87	0.00	2.97	4.67	5.74	0.00	3.87	4.16	1.04	1.61	1.60	2.54	2.01	4.10	5.13	3.14	4.00
peak13321	4.43	1.29	0.00	2.37	7.78	11.48	2.23	5.80	0.00	1.04	0.00	4.79	1.45	2.79	8.20	0.64	1.89	4.80
peak1561	9.97	28.35	37.53	21.35	40.45	59.31	3.34	30.95	5.19	17.67	4.83	12.77	2.54	10.49	5.47	7.05	4.40	8.80
peak4672	12.19	12.89	10.51	7.12	6.22	11.48	1.11	16.44	9.35	11.43	6.44	7.98	3.15	4.69	6.84	8.98	2.51	3.20
peak14608	1.11	10.31	1.50	3.56	0.00	0.00	0.00	1.93	2.08	4.16	1.61	7.98	0.73	2.23	0.00	4.49	0.63	0.80
peak14951	3.32	18.04	6.00	6.53	6.22	24.87	1.11	0.97	4.16	3.12	4.83	3.19	0.48	3.68	0.00	0.64	1.89	0.80
peak27395	3.32	6.44	3.00	0.00	0.00	0.00	2.23	0.00	0.00	1.04	1.61	0.00	0.60	0.89	2.73	3.21	3.14	0.00
peak14004	2.22	1.29	10.51	1.78	0.00	0.00	0.00	0.00	2.08	2.08	1.61	1.60	1.45	0.11	2.73	3.21	0.00	1.60
peak2492	12.19	21.90	28.52	9.49	18.67	24.87	14.49	91.88	7.27	17.67	9.66	23.94	1.33	5.69	5.47	5.77	5.03	12.80
peak13700	11.08	6.44	28.52	15.42	7.78	5.74	10.03	6.77	4.16	6.24	8.05	11.17	2.66	5.02	4.10	4.49	3.14	5.60
peak10902	5.54	3.87	1.50	1.78	9.33	15.31	0.00	15.47	2.08	9.35	0.00	4.79	1.21	2.23	0.00	1.28	1.89	2.40
peak10451	4.43	1.29	3.00	1.78	0.00	1.91	1.11	7.74	0.00	4.16	0.00	3.19	3.15	1.67	0.00	2.57	1.26	3.20
peak1257	1.11	11.60	3.00	6.53	3.11	9.57	3.34	12.57	1.04	7.28	1.61	19.15	1.09	2.23	1.37	3.85	1.89	16.80
peak23637	4.43	1.29	0.00	0.00	0.00	0.00	1.11	2.90	1.04	1.04	4.83	0.00	0.60	1.67	0.00	1.92	1.26	0.80
peak9721	0.00	0.00	6.00	1.78	4.67	7.65	0.00	1.93	2.08	0.00	1.61	0.00	1.33	2.23	1.37	3.85	6.29	0.00
peak12375	2.22	3.87	3.00	2.97	9.33	11.48	4.46	2.90	4.16	1.04	4.83	0.00	2.18	3.24	0.00	3.21	0.00	0.80
peak21381	2.22	0.00	0.00	0.59	0.00	0.00	0.00	0.97	0.00	0.00	0.00	0.00	0.73	0.45	0.00	0.00	0.00	0.00
peak23911	15.51	20.62	13.51	8.90	12.45	22.96	5.57	12.57	1.04	10.39	1.61	7.98	2.18	5.24	0.00	3.21	2.51	2.40
peak7995	2.22	5.15	10.51	4.75	0.00	7.65	4.46	4.84	1.04	1.04	1.61	6.38	0.12	7.14	2.73	6.41	0.63	0.00
peak15958	3.32	3.87	13.51	2.97	0.00	9.57	2.23	5.80	1.04	4.16	4.83	1.60	1.21	3.68	0.00	8.34	3.77	4.80
peak21312	0.00	5.15	0.00	1.78	0.00	0.00	2.23	4.84	4.16	0.00	3.22	0.00	2.42	0.67	4.10	1.28	1.26	0.00
peak20481	3.32	2.58	42.03	14.24	10.89	3.83	2.23	2.90	0.00	3.12	3.22	1.60	1.57	1.34	1.37	5.13	2.51	2.40
peak720	1.11	0.00	0.00	1.19	0.00	0.00	0.00	0.97	0.00	0.00	0.00	0.00	0.24	1.34	2.73	0.00	1.26	1.60
peak13672	3.32	0.00	0.00	1.19	0.00	1.91	1.11	1.93	5.19	0.00	0.00	1.60	1.45	1.12	0.00	0.00	0.00	0.00
peak25720	1.11	18.04	4.50	2.37	1.56	7.65	0.00	6.77	1.04	2.08	0.00	0.00	0.97	0.78	1.37	0.64	0.00	0.80
peak19759	1.11	0.00	0.00	0.00	6.22	1.91	1.11	0.00	2.08	2.08	1.61	1.60	1.09	0.45	0.00	2.57	0.00	3.20
peak1745	2.22	5.15	3.00	1.19	0.00	0.00	0.00	5.80	0.00	7.28	1.61	3.19	1.33	2.01	6.84	0.64	4.40	0.80
peak12447	8.86	41.23	16.51	7.12	26.45	32.52	1.11	23.21	6.23	9.35	1.61	12.77	1.33	15.95	2.73	13.47	1.89	8.00
peak12729	1.11	0.00	0.00	4.15	0.00	0.00	1.11	0.00	1.04	0.00	0.00	0.00	0.48	0.11	1.37	2.57	0.00	0.80
peak15284	12.19	39.94	7.51	7.71	10.89	21.05	5.57	7.74	1.04	7.28	4.83	3.19	1.69	5.36	2.73	3.85	1.26	3.20
peak25365	3.32	1.29	10.51	4.15	3.11	0.00	0.00	0.97	3.12	1.04	1.61	1.60	1.45	5.69	1.37	1.28	2.51	0.80
peak21020	2.22	0.00	6.00	0.59	0.00	0.00	1.11	0.00	3.12	1.04	1.61	0.00	0.36	1.23	1.37	8.98	0.63	0.00
peak6554	2.22	16.75	0.00	2.97	3.11	3.83	1.11	8.70	1.04	4.16	0.00	6.38	0.97	2.12	0.00	3.21	2.51	1.60
peak18240	2.22	1.29	3.00	3.56	0.00	7.65	0.00	0.97	2.08	2.08	0.00	3.19	2.90	1.12	2.73	0.00	1.26	3.20
peak12053	3.32	6.44	1.50	13.05	9.33	17.22	0.00	20.31	8.31	23.91	1.61	6.38	0.97	2.79	0.00	1.92	3.14	11.20
peak14666	13.29	50.25	13.51	13.64	14.00	47.83	0.00	12.57	6.23	8.32	6.44	1.60	2.54	15.28	2.73	14.11	5.66	7.20
peak22315	4.43	7.73	3.00	0.00	0.00	0.00	3.34	2.90	2.08	3.12	1.61	1.60	0.60	2.23	0.00	0.64	4.40	1.60
peak16776	5.54	5.15	0.00	2.37	3.11	3.83	2.23	2.90	2.08	3.12	0.00	4.79	0.73	1.67	1.37	3.21	1.26	4.00
peak12637	0.00	0.00	0.00	1.19	0.00	0.00	0.00	0.00	2.08	0.00	0.00	1.60	0.48	0.22	2.73	1.28	0.00	0.00
peak28123	4.43	15.46	7.51	5.93	20.22	30.61	6.69	21.28	3.12	6.24	3.22	9.58	3.39	5.13	0.00	2.57	5.03	7.20
peak13533	7.75	10.31	10.51	5.34	9.33	9.57	1.11	12.57	0.00	0.00	1.61	1.60	0.97	2.12	2.73	0.64	1.26	5.60
peak17174	2.22	0.00	0.00	0.59	3.11	0.00	1.11	0.00	0.00	0.00	0.00	0.00	0.73	0.78	0.00	0.00	0.00	0.00
peak27094	2.22	0.00	0.00	0.00	0.00	0.00	2.23	0.00	1.04	0.00	0.00	1.60	0.48	0.22	0.00	5.13	0.63	0.80
peak18245	4.43	6.44	1.50	3.56	15.56	9.57	3.34	8.70	0.00	2.08	4.83	11.17	1.45	4.46	4.10	1.92	3.77	12.00
peak17473	2.22	3.87	0.00	0.00	4.67	1.91	0.00	1.93	3.12	5.20	0.00	4.79	0.24	2.12	0.00	0.00	1.89	0.00
peak21954	4.43	14.17	0.00	1.19	0.00	0.00	0.00	1.93	1.04	1.04	1.61	4.79	1.09	2.68	2.73	2.57	4.40	0.80
peak16196	1.11	3.87	7.51	6.53	3.11	0.00	0.00	0.97	1.04	0.00	0.00	1.60	1.94	0.78	6.84	0.00	0.00	2.40
peak8277	8.86	11.60	93.07	36.18	14.00	44.00	4.46	17.41	3.12	1.04	11.27	11.17	3.99	4.35	8.20	10.90	1.89	0.80
peak10725	14.40	18.04	19.51	2.97	1.56	21.05	1.11	33.85	5.19	6.24	1.61	7.98	1.81	5.80	4.10	6.41	3.14	10.40
peak7637	4.43	15.46	24.02	14.24	15.56	5.74	10.03	42.56	3.12	8.32	1.61	4.79	2.90	6.92	9.57	9.62	1.26	9.60
peak10481	3.32	3.87	3.00	2.97	26.45	9.57	0.00	5.80	2.08	2.08	4.83	1.60	2.06	2.01	0.00	3.85	4.40	6.40
peak23513	2.22	5.15	4.50	0.59	3.11	0.00	1.11	3.87	2.08	7.28	0.00	0.00	1.81	1.23	0.00	1.92	1.89	0.80
peak19473	1.11	1.29	1.50	1.19	0.00	3.83	2.23	2.90	2.08	8.32	1.61	4.79	0.97	1.45	0.00	0.00	1.26	5.60
peak4647	4.43	3.87	6.00	1.78	10.89	13.39	4.46	2.90	2.08	4.16	1.61	1.60	0.36	1.79	1.37	1.92	0.63	2.40
peak328	1.11	1.29	3.00	1.19	4.67	0.00	1.11	0.97	0.00	0.00	1.61	1.60	0.97	0.67	2.73	0.64	1.26	0.00
peak29048	5.54	2.58	3.00	4.15	4.67	11.48	0.00	2.90	5.19	0.00	8.05	3.19	1.21	1.79	2.73	3.21	0.63	4.00
peak26194	13.29	15.46	9.01	10.68	45.11	51.66	5.57	31.92	2.08	23.91	9.66	4.79	2.06	12.05	2.73	2.57	2.51	8.80
peak7494	7.75	5.15	10.51	5.34	10.89	11.48	10.03	29.02	6.23	7.28	3.22	6.38	0.36	7.25	1.37	6.41	2.51	12.80
peak2385	1.11	5.15	3.00	1.78	6.22	3.83	4.46	31.92	5.19	12.47	4.83	28.73	1.57	3.79	2.73	3.21	3.14	2.40
peak24138	3.32	5.15	1.50	2.37	7.78	15.31	2.23	8.70	0.00	2.08	1.61	3.19	2.90	2.23	5.47	3.85	1.26	1.60
peak19776	2.22	0.00	0.00	0.59	0.00	0.00	0.00	1.93	0.00	0.00	0.00	0.00	1.57	0.56	0.00	0.00	0.63	0.00
peak909	3.32	0.00	0.00	1.19	0.00	0.00	1.11	0.00	1.04	0.00	3.22	0.00	0.24	0.56	0.00	0.64	1.26	1.60
peak7010	2.22	3.87	6.00	5.93	9.33	9.57	0.00	3.87	3.12	6.24	4.83	3.19	1.21	2.23	4.10	1.92	1.26	3.20
peak12636	0.00	1.29	0.00	0.00	0.00	0.00	0.00	0.00	3.12	1.04	0.00	0.00	0.97	0.89	1.37	0.00	0.00	0.80
peak14748	7.75	5.15	7.51	3.56	1.56	19.13	4.46	2.90	0.00	1.04	1.61	3.19	0.97	3.57	6.84	3.21	3.14	4.80
peak29196	4.43	11.60	10.51	1.78	14.00	17.22	1.11	12.57	2.08	5.20	4.83	3.19	4.11	15.28	4.10	11.54	1.89	4.00
peak10729	5.54	10.31	7.51	1.78	0.00	5.74	7.80	25.15	3.12	3.12	3.22	6.38	1.21	4.80	1.37	1.92	3.14	5.60
peak6064	19.94	14.17	33.02	16.61	14.00	19.13	21.18	29.02	13.51	20.79	1.61	30.32	2.90	5.36	0.00	8.34	4.40	6.40
peak14917	1.11	2.58	1.50	0.59	1.56	7.65	3.34	0.00	1.04	0.00	0.00	0.00	1.09	1.56	2.73	4.49	0.63	1.60
peak23201	4.43	3.87	1.50	1.78	9.33	5.74	0.00	0.97	3.12	0.00	0.00	0.00	1.21	1.23	0.00	0.64	0.00	0.80
peak30347	3.32	6.44	1.50	2.37	6.22	7.65	0.00	2.90	1.04	3.12	0.00	1.60	0.85	1.23	1.37	0.64	1.89	0.80
peak6618	1.11	6.44	3.00	2.37	6.22	5.74	0.00	0.97	2.08	4.16	0.00	1.60	0.48	2.45	2.73	0.64	0.00	0.00
peak24423	1.11	1.29	4.50	1.19	6.22	3.83	1.11	1.93	2.08	0.00	4.83	4.79	0.97	0.67	0.00	1.28	2.51	0.00
peak13182	1.11	1.29	0.00	0.00	1.56	1.91	0.00	0.00	0.00	0.00	0.00	0.00	0.60	0.22	0.00	1.28	0.00	0.00
peak11900	2.22	1.29	4.50	2.37	3.11	0.00	2.23	1.93	2.08	3.12	1.61	0.00	1.09	1.79	2.73	1.92	1.26	4.00
peak17002	0.00	3.87	0.00	2.37	4.67	3.83	3.34	0.97	1.04	3.12	4.83	1.60	1.81	0.78	0.00	1.92	3.77	1.60
peak22546	7.75	11.60	9.01	4.15	9.33	7.65	4.46	10.64	3.12	6.24	0.00	3.19	2.06	1.56	0.00	3.85	1.26	3.20
peak2981	1.11	2.58	3.00	2.37	0.00	1.91	2.23	0.00	1.04	1.04	0.00	1.60	0.85	0.45	0.00	0.00	1.26	0.80
peak10213	0.00	1.29	4.50	0.00	1.56	0.00	0.00	1.93	2.08	4.16	0.00	0.00	0.48	0.45	1.37	1.28	0.00	0.00
peak21463	2.22	2.58	3.00	0.59	3.11	0.00	0.00	1.93	0.00	1.04	3.22	0.00	1.94	1.34	0.00	3.85	3.14	0.80
peak26252	2.22	15.46	7.51	2.37	7.78	7.65	2.23	5.80	1.04	4.16	0.00	1.60	0.12	1.90	0.00	1.28	3.77	0.80
peak20926	1.11	2.58	0.00	2.97	6.22	5.74	0.00	1.93	3.12	6.24	3.22	1.60	0.73	0.56	0.00	2.57	1.26	1.60
peak19704	2.22	10.31	28.52	7.71	21.78	42.09	2.23	16.44	1.04	1.04	1.61	9.58	2.18	4.24	1.37	1.28	2.51	6.40
peak18846	2.22	2.58	10.51	4.75	14.00	22.96	16.72	19.34	4.16	4.16	1.61	6.38	3.02	3.79	4.10	3.21	1.26	1.60
peak21608	1.11	10.31	1.50	2.97	9.33	26.78	0.00	5.80	2.08	4.16	0.00	3.19	0.73	2.90	2.73	0.00	0.63	4.00
peak15604	3.32	5.15	12.01	4.75	12.45	7.65	4.46	11.61	3.12	1.04	1.61	4.79	1.33	4.91	5.47	3.85	1.26	9.60
peak9370	3.32	6.44	4.50	2.97	10.89	11.48	0.00	14.51	1.04	9.35	1.61	9.58	0.12	2.01	0.00	0.00	0.00	2.40
peak25902	1.11	6.44	12.01	1.78	14.00	26.78	1.11	3.87	0.00	0.00	1.61	0.00	0.73	2.12	1.37	1.92	0.63	1.60
peak26629	1.11	0.00	0.00	0.59	0.00	0.00	2.23	0.00	0.00	0.00	0.00	0.00	0.97	0.78	0.00	1.92	0.63	0.00
peak6335	3.32	9.02	7.51	6.53	1.56	9.57	2.23	10.64	2.08	6.24	0.00	7.98	0.24	3.46	8.20	0.64	4.40	3.20
peak21139	0.00	1.29	3.00	2.37	0.00	0.00	0.00	0.00	1.04	0.00	3.22	0.00	1.09	3.46	0.00	6.41	0.00	0.80
peak20647	23.26	32.21	43.53	11.27	51.34	57.40	5.57	33.85	8.31	12.47	6.44	12.77	3.02	21.64	2.73	7.70	2.51	18.40
peak8115	5.54	7.73	16.51	1.19	12.45	15.31	1.11	5.80	1.04	1.04	1.61	3.19	1.94	4.24	1.37	3.21	2.51	4.00
peak6942	17.72	27.06	34.53	22.54	34.22	21.05	15.61	64.80	6.23	18.71	4.83	11.17	1.09	18.41	8.20	8.34	1.89	59.19
peak3542	28.80	21.90	81.06	27.29	23.34	26.78	6.69	16.44	3.12	12.47	1.61	9.58	2.66	5.69	0.00	4.49	1.26	9.60
peak9202	0.00	2.58	0.00	0.59	3.11	5.74	2.23	0.00	0.00	0.00	1.61	0.00	0.24	0.89	0.00	1.28	1.26	0.00
peak9492	2.22	3.87	3.00	3.56	12.45	3.83	0.00	0.97	2.08	3.12	1.61	0.00	2.18	1.23	0.00	0.00	1.89	2.40
peak566	1.11	5.15	9.01	2.37	1.56	7.65	5.57	4.84	0.00	1.04	4.83	0.00	0.60	2.45	1.37	1.28	1.26	2.40
peak7945	8.86	9.02	4.50	4.15	12.45	7.65	1.11	2.90	1.04	3.12	0.00	1.60	2.18	5.58	1.37	1.28	2.51	0.80
peak11902	2.22	3.87	0.00	2.37	6.22	3.83	2.23	7.74	0.00	1.04	3.22	1.60	1.09	2.45	0.00	1.28	2.51	3.20
peak14862	6.65	6.44	3.00	3.56	6.22	0.00	1.11	12.57	1.04	1.04	0.00	7.98	1.45	5.36	0.00	3.85	1.26	4.80
peak11603	0.00	1.29	0.00	1.19	1.56	0.00	0.00	0.00	1.04	1.04	0.00	1.60	0.60	0.33	0.00	1.28	0.63	1.60
peak19808	0.00	5.15	0.00	0.00	0.00	5.74	1.11	0.00	2.08	3.12	0.00	3.19	1.57	0.89	0.00	0.00	1.26	1.60
peak2578	0.00	6.44	1.50	0.00	3.11	7.65	5.57	16.44	1.04	1.04	1.61	9.58	0.85	2.01	0.00	0.64	5.03	2.40
peak12784	3.32	0.00	9.01	4.15	7.78	1.91	0.00	2.90	1.04	0.00	0.00	0.00	1.94	0.78	0.00	0.64	0.63	0.80
peak30139	7.75	1.29	7.51	2.97	6.22	7.65	2.23	2.90	3.12	3.12	0.00	6.38	1.33	1.34	0.00	1.28	1.26	8.00
peak28144	1.11	5.15	1.50	0.59	1.56	0.00	2.23	4.84	8.31	12.47	3.22	4.79	0.60	0.78	0.00	1.92	2.51	0.80
peak1543	5.54	5.15	4.50	5.93	9.33	3.83	5.57	6.77	6.23	1.04	4.83	0.00	1.09	2.90	2.73	3.21	3.14	3.20
peak1662	0.00	0.00	1.50	1.78	9.33	3.83	1.11	0.97	1.04	1.04	0.00	0.00	0.85	0.89	2.73	1.92	1.89	1.60
peak15621	3.32	3.87	3.00	0.00	0.00	5.74	0.00	0.97	1.04	0.00	1.61	1.60	1.94	1.67	2.73	0.64	1.89	4.00
peak15855	7.75	29.64	31.52	6.53	10.89	7.65	1.11	18.38	1.04	6.24	0.00	1.60	1.21	7.25	1.37	4.49	2.51	8.00
peak26667	1.11	1.29	0.00	0.59	4.67	9.57	0.00	0.97	0.00	3.12	0.00	0.00	0.36	0.78	0.00	0.64	0.63	0.80
peak3462	4.43	1.29	1.50	2.97	0.00	1.91	2.23	7.74	2.08	5.20	1.61	9.58	1.21	1.79	2.73	0.00	2.51	4.00
peak14351	7.75	3.87	12.01	8.90	12.45	7.65	1.11	3.87	2.08	0.00	3.22	4.79	0.97	2.23	0.00	0.00	1.26	4.80
peak464	0.00	6.44	3.00	3.56	3.11	0.00	0.00	2.90	1.04	1.04	3.22	0.00	1.57	3.24	0.00	0.64	2.51	1.60
peak13740	4.43	7.73	3.00	6.53	7.78	7.65	10.03	22.25	11.43	13.51	6.44	11.17	0.36	3.57	4.10	0.00	1.26	0.80
peak8658	0.00	6.44	0.00	0.59	3.11	0.00	5.57	5.80	2.08	6.24	1.61	3.19	1.81	1.56	2.73	3.85	0.00	2.40
peak14616	0.00	7.73	1.50	0.59	4.67	1.91	3.34	6.77	0.00	0.00	3.22	4.79	0.73	2.45	2.73	5.13	3.14	1.60
peak7846	3.32	5.15	10.51	2.97	4.67	15.31	4.46	5.80	0.00	3.12	4.83	3.19	0.60	2.57	0.00	0.64	4.40	2.40
peak2033	7.75	5.15	7.51	3.56	4.67	3.83	2.23	11.61	0.00	1.04	1.61	4.79	1.21	1.45	0.00	3.85	1.89	3.20
peak14919	2.22	3.87	1.50	2.97	0.00	0.00	2.23	2.90	2.08	0.00	0.00	0.00	0.60	3.01	5.47	7.05	1.26	1.60
peak20027	0.00	0.00	4.50	1.19	4.67	3.83	0.00	0.97	0.00	0.00	1.61	0.00	1.45	0.78	0.00	0.64	2.51	1.60
peak18031	25.48	14.17	10.51	5.93	12.45	38.26	2.23	15.47	6.23	4.16	4.83	7.98	2.66	4.57	5.47	1.28	2.51	13.60
peak20384	0.00	2.58	16.51	7.12	10.89	13.39	0.00	0.97	0.00	2.08	1.61	3.19	2.18	2.79	0.00	3.85	2.51	2.40
peak5970	4.43	1.29	1.50	2.37	12.45	15.31	0.00	0.97	1.04	1.04	0.00	4.79	0.85	1.56	0.00	1.28	1.89	0.80
peak2476	0.00	6.44	0.00	3.56	7.78	24.87	1.11	0.97	1.04	4.16	8.05	1.60	0.48	2.12	0.00	0.00	1.26	0.80
peak10488	9.97	5.15	4.50	2.37	6.22	9.57	2.23	6.77	7.27	1.04	1.61	1.60	1.81	2.23	0.00	5.13	1.26	4.80
peak25448	2.22	2.58	1.50	4.75	1.56	3.83	0.00	3.87	0.00	4.16	1.61	7.98	1.21	1.90	0.00	1.28	0.63	1.60
peak18378	8.86	15.46	22.52	10.08	1.56	5.74	10.03	2.90	3.12	2.08	8.05	9.58	0.48	5.02	6.84	9.62	3.77	12.00
peak10375	2.22	1.29	0.00	4.75	0.00	0.00	0.00	0.00	2.08	0.00	1.61	0.00	2.06	0.78	4.10	0.64	1.26	4.80
peak17609	8.86	15.46	12.01	12.46	21.78	34.44	5.57	9.67	2.08	3.12	0.00	1.60	1.45	4.13	0.00	0.64	3.77	8.00
peak12108	5.54	36.08	15.01	6.53	7.78	21.05	0.00	38.69	5.19	17.67	6.44	12.77	2.06	17.96	1.37	7.70	1.26	4.00
peak12658	0.00	0.00	0.00	1.19	0.00	0.00	1.11	1.93	1.04	0.00	0.00	0.00	1.33	0.45	0.00	1.28	0.00	0.00
peak25070	12.19	16.75	25.52	6.53	6.22	15.31	4.46	11.61	7.27	12.47	0.00	11.17	4.84	3.90	0.00	9.62	3.77	2.40
peak7564	8.86	10.31	7.51	2.97	10.89	17.22	1.11	11.61	5.19	2.08	3.22	0.00	1.33	1.56	5.47	1.28	2.51	4.00
peak6986	0.00	0.00	0.00	1.19	0.00	0.00	1.11	0.00	0.00	0.00	1.61	0.00	0.24	0.56	0.00	1.92	2.51	1.60
peak190	3.32	12.89	16.51	3.56	7.78	17.22	5.57	6.77	4.16	8.32	1.61	0.00	1.09	4.24	1.37	6.41	3.14	2.40
peak22985	17.72	6.44	1.50	7.71	17.11	9.57	1.11	3.87	3.12	3.12	8.05	3.19	2.54	5.24	5.47	0.64	4.40	8.00
peak1520	9.97	16.75	28.52	10.68	10.89	22.96	5.57	22.25	3.12	11.43	9.66	11.17	1.21	5.24	6.84	7.70	1.89	5.60
peak24540	6.65	9.02	10.51	5.34	10.89	1.91	3.34	9.67	5.19	5.20	12.89	1.60	2.18	3.68	4.10	10.90	6.29	4.80
peak1519	11.08	10.31	13.51	8.30	20.22	15.31	2.23	21.28	3.12	8.32	4.83	1.60	2.30	4.80	2.73	5.13	1.89	4.80
peak11719	2.22	5.15	6.00	3.56	0.00	13.39	5.57	6.77	9.35	21.83	4.83	6.38	3.02	4.46	0.00	2.57	2.51	2.40
peak19304	2.22	1.29	1.50	1.78	1.56	1.91	4.46	0.00	0.00	0.00	3.22	0.00	0.85	0.89	0.00	0.00	0.00	3.20
peak8808	4.43	0.00	1.50	1.19	0.00	1.91	1.11	0.97	1.04	4.16	1.61	0.00	1.69	1.12	2.73	5.77	5.03	0.80
peak1374	1.11	1.29	0.00	0.00	0.00	0.00	0.00	6.77	1.04	1.04	0.00	3.19	2.06	1.23	2.73	1.92	0.00	0.80
peak14185	5.54	7.73	4.50	2.37	18.67	21.05	3.34	5.80	4.16	4.16	3.22	4.79	1.33	4.69	0.00	5.13	2.51	4.00
peak26012	0.00	0.00	4.50	1.78	0.00	0.00	0.00	1.93	1.04	0.00	0.00	3.19	0.00	1.90	0.00	0.64	0.00	0.00
peak24244	3.32	12.89	1.50	0.00	10.89	3.83	4.46	7.74	2.08	3.12	3.22	1.60	1.33	10.93	0.00	8.98	1.26	4.80
peak6260	5.54	9.02	3.00	4.75	3.11	17.22	0.00	13.54	2.08	3.12	1.61	4.79	1.45	4.35	2.73	4.49	4.40	3.20
peak13887	7.75	5.15	4.50	13.05	0.00	1.91	1.11	32.88	1.04	6.24	0.00	9.58	1.33	1.23	0.00	1.28	5.03	2.40
peak25705	1.11	2.58	3.00	0.00	3.11	0.00	0.00	4.84	2.08	2.08	0.00	1.60	0.60	0.45	2.73	0.00	1.26	0.00
peak7702	0.00	1.29	3.00	0.59	0.00	0.00	0.00	0.97	0.00	1.04	1.61	1.60	1.33	1.00	0.00	0.64	0.00	0.00
peak2988	3.32	14.17	18.01	7.12	14.00	15.31	0.00	15.47	9.35	3.12	0.00	1.60	2.42	26.89	4.10	8.34	1.89	1.60
peak24715	8.86	12.89	10.51	2.97	26.45	19.13	0.00	7.74	1.04	6.24	3.22	1.60	1.21	5.47	0.00	3.21	0.63	5.60
peak7392	2.22	0.00	3.00	0.00	0.00	0.00	0.00	0.00	2.08	1.04	0.00	1.60	0.24	0.22	0.00	2.57	0.00	0.00
peak1897	0.00	1.29	3.00	0.59	17.11	3.83	3.34	4.84	0.00	2.08	1.61	1.60	1.45	1.90	4.10	0.64	1.89	0.00
peak21514	0.00	1.29	0.00	1.19	0.00	1.91	0.00	2.90	2.08	1.04	0.00	0.00	0.73	1.00	0.00	0.64	0.00	0.00
peak4447	3.32	5.15	10.51	4.75	1.56	13.39	1.11	4.84	1.04	4.16	0.00	1.60	1.45	4.24	0.00	4.49	0.00	2.40
peak2128	0.00	5.15	0.00	1.19	10.89	22.96	5.57	3.87	2.08	12.47	3.22	1.60	2.06	2.68	0.00	0.00	2.51	2.40
peak1586	3.32	46.39	3.00	11.27	9.33	66.96	2.23	6.77	2.08	9.35	3.22	15.96	1.81	7.03	1.37	3.85	2.51	8.80
peak3966	6.65	2.58	1.50	9.49	4.67	5.74	0.00	0.97	1.04	1.04	3.22	1.60	0.60	1.67	4.10	0.00	0.00	1.60
peak8775	1.11	3.87	3.00	3.56	0.00	0.00	1.11	2.90	1.04	0.00	0.00	0.00	1.21	1.45	0.00	0.00	1.89	0.80
peak29119	4.43	9.02	4.50	8.30	12.45	24.87	1.11	11.61	1.04	14.55	3.22	6.38	1.81	4.46	2.73	5.13	1.89	2.40
peak12282	1.11	1.29	1.50	1.19	4.67	9.57	0.00	16.44	0.00	3.12	1.61	0.00	0.48	1.34	0.00	1.92	0.63	3.20
peak24491	0.00	10.31	0.00	1.19	3.11	1.91	3.34	13.54	2.08	11.43	1.61	4.79	1.69	2.57	0.00	0.64	1.26	0.80
peak27299	0.00	0.00	0.00	0.00	3.11	0.00	0.00	1.93	1.04	0.00	1.61	0.00	0.24	0.78	2.73	1.28	1.26	1.60
peak18160	0.00	2.58	1.50	2.37	4.67	3.83	0.00	0.97	0.00	1.04	0.00	0.00	0.12	1.67	1.37	0.00	2.51	0.80
