PeakID	Irf1_0	Irf1_120	Irf4_0	Irf4_120	Junb_0	Junb_120	Rela_0	Rela_120	Relb_0	Relb_120	Rel_0	Rel_120	Stat1_0	Stat1_120	Stat2_0	Stat2_120	Stat3_0	Stat3_120
peak11361	0.00	0.00	7.51	0.00	3.11	0.00	0.00	0.97	0.00	4.16	4.83	3.19	0.48	4.02	0.00	3.85	1.26	0.00
peak12608	0.00	3.87	1.50	1.19	1.56	15.31	0.00	6.77	1.04	4.16	0.00	4.79	2.06	3.24	0.00	0.00	1.89	4.00
peak20124	2.22	3.87	3.00	5.34	1.56	3.83	1.11	7.74	2.08	2.08	1.61	0.00	1.57	0.89	2.73	1.92	0.00	6.40
peak27717	3.32	16.75	16.51	6.53	3.11	19.13	13.38	40.62	3.12	9.35	9.66	14.36	1.33	4.02	5.47	5.13	0.63	16.00
peak28166	5.54	6.44	19.51	10.68	4.67	28.70	1.11	7.74	1.04	7.28	0.00	4.79	2.06	3.35	1.37	0.64	0.63	0.80
peak19058	5.54	76.02	0.00	3.56	1.56	1.91	0.00	11.61	1.04	0.00	1.61	3.19	1.94	3.57	1.37	2.57	0.63	0.80
peak22471	1.11	14.17	4.50	5.34	9.33	21.05	2.23	37.72	1.04	1.04	0.00	6.38	1.69	4.24	1.37	3.21	5.03	8.00
peak3902	1.11	1.29	6.00	2.97	0.00	3.83	3.34	3.87	0.00	1.04	1.61	1.60	1.33	3.35	0.00	3.85	1.26	8.80
peak667	2.22	10.31	9.01	3.56	3.11	0.00	0.00	0.97	4.16	2.08	1.61	1.60	1.57	1.00	1.37	1.28	1.89	6.40
peak10343	2.22	1.29	0.00	0.00	1.56	0.00	1.11	0.97	0.00	2.08	1.61	0.00	0.73	0.56	0.00	0.00	1.26	1.60
peak12125	0.00	0.00	0.00	0.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.60	0.00	1.12	0.00	8.98	0.00	0.80
peak14909	3.32	16.75	31.52	12.46	12.45	11.48	1.11	8.70	2.08	16.63	1.61	3.19	1.45	5.24	1.37	6.41	1.89	4.00
peak28895	5.54	11.60	12.01	4.75	0.00	0.00	0.00	1.93	0.00	1.04	4.83	3.19	1.69	2.90	0.00	0.00	0.00	1.60
peak16148	6.65	7.73	9.01	1.19	12.45	7.65	0.00	8.70	3.12	2.08	4.83	9.58	1.94	1.34	1.37	5.13	1.89	12.80
peak20479	3.32	7.73	6.00	5.93	9.33	15.31	1.11	10.64	2.08	15.59	3.22	11.17	1.45	4.13	0.00	4.49	2.51	3.20
peak2150	1.11	0.00	1.50	0.59	1.56	0.00	2.23	0.97	0.00	0.00	0.00	0.00	0.85	1.34	1.37	1.28	0.00	0.80
peak1439	0.00	9.02	0.00	3.56	0.00	3.83	1.11	0.97	0.00	1.04	0.00	1.60	0.24	1.79	0.00	5.77	2.51	4.80
peak3024	3.32	11.60	10.51	4.75	7.78	9.57	11.15	21.28	11.43	16.63	3.22	9.58	2.30	4.57	1.37	3.21	1.89	8.80
peak8971	9.97	5.15	30.02	11.27	10.89	21.05	2.23	11.61	2.08	1.04	1.61	4.79	3.27	3.24	0.00	2.57	1.89	6.40
peak24310	22.16	20.62	4.50	1.19	0.00	0.00	5.57	23.21	2.08	4.16	8.05	1.60	0.48	5.13	0.00	3.21	1.89	1.60
peak18805	3.32	2.58	1.50	0.59	0.00	3.83	2.23	0.97	1.04	0.00	0.00	0.00	0.48	1.34	0.00	0.64	3.77	0.00
peak29140	5.54	5.15	4.50	14.24	17.11	17.22	4.46	29.98	4.16	13.51	4.83	14.36	0.60	6.02	6.84	7.05	0.00	3.20
peak8783	2.22	0.00	0.00	0.00	9.33	0.00	0.00	1.93	4.16	0.00	0.00	1.60	0.85	1.56	1.37	1.28	2.51	1.60
peak2251	3.32	52.83	1.50	4.15	15.56	5.74	20.06	154.75	1.04	3.12	0.00	19.15	3.51	55.78	1.37	33.35	1.89	8.80
peak30132	2.22	3.87	9.01	1.78	4.67	3.83	1.11	7.74	5.19	2.08	8.05	1.60	1.94	1.90	4.10	1.28	4.40	2.40
peak25711	0.00	1.29	0.00	0.00	0.00	3.83	0.00	0.00	0.00	0.00	0.00	0.00	1.81	1.79	0.00	0.64	1.26	4.80
peak21078	0.00	1.29	0.00	3.56	1.56	0.00	2.23	0.00	0.00	0.00	1.61	0.00	1.45	0.89	2.73	0.00	0.63	0.00
peak2176	11.08	10.31	57.04	17.20	12.45	1.91	2.23	14.51	6.23	4.16	1.61	9.58	2.66	4.13	1.37	1.28	5.03	4.00
peak29010	2.22	3.87	0.00	0.00	0.00	1.91	1.11	0.97	0.00	2.08	0.00	0.00	0.97	0.78	0.00	0.64	1.26	0.00
peak9638	2.22	3.87	22.52	2.97	1.56	7.65	1.11	8.70	0.00	1.04	4.83	0.00	0.97	1.56	1.37	1.92	1.26	0.00
peak15149	2.22	5.15	19.51	4.15	6.22	22.96	2.23	4.84	2.08	5.20	1.61	3.19	1.45	1.45	1.37	1.92	0.63	1.60
peak24896	3.32	2.58	0.00	5.34	3.11	3.83	2.23	3.87	1.04	4.16	3.22	4.79	1.09	1.45	4.10	10.26	0.63	1.60
peak24317	2.22	5.15	6.00	5.93	4.67	9.57	4.46	13.54	3.12	4.16	0.00	3.19	2.90	5.47	5.47	8.98	1.89	2.40
peak308	4.43	7.73	13.51	5.93	24.89	7.65	2.23	6.77	1.04	4.16	4.83	3.19	2.18	2.45	0.00	2.57	6.29	2.40
peak14399	1.11	1.29	0.00	0.59	1.56	1.91	0.00	0.00	2.08	0.00	1.61	1.60	1.45	1.45	1.37	1.92	0.00	0.80
peak21783	3.32	0.00	3.00	0.59	3.11	3.83	2.23	1.93	2.08	1.04	0.00	1.60	1.33	1.79	0.00	0.00	1.26	0.80
peak8881	2.22	5.15	1.50	3.56	3.11	1.91	2.23	0.97	4.16	5.20	1.61	3.19	2.42	2.68	0.00	4.49	2.51	0.80
peak10978	3.32	3.87	6.00	2.97	1.56	7.65	0.00	6.77	1.04	1.04	0.00	1.60	1.21	3.12	0.00	3.85	0.63	0.00
peak27753	1.11	6.44	21.02	13.64	23.34	9.57	1.11	7.74	0.00	5.20	0.00	6.38	0.97	3.24	2.73	1.92	1.26	2.40
peak23827	1.11	2.58	1.50	0.00	6.22	1.91	0.00	3.87	0.00	0.00	1.61	3.19	1.94	1.00	1.37	1.28	2.51	0.80
peak16698	7.75	7.73	22.52	16.02	0.00	9.57	4.46	7.74	4.16	10.39	3.22	0.00	3.02	3.57	0.00	3.21	0.63	2.40
peak6218	1.11	1.29	0.00	0.59	0.00	0.00	2.23	0.00	1.04	2.08	0.00	0.00	1.21	0.67	0.00	0.64	0.00	0.00
peak16121	2.22	2.58	1.50	0.00	4.67	0.00	0.00	5.80	1.04	0.00	0.00	1.60	1.21	1.56	2.73	1.28	1.89	2.40
peak21292	0.00	2.58	4.50	2.97	7.78	3.83	2.23	0.97	3.12	1.04	3.22	3.19	1.69	1.23	1.37	0.00	3.14	4.00
peak1684	13.29	19.33	7.51	7.12	7.78	24.87	2.23	50.29	2.08	29.10	6.44	22.34	2.06	11.49	5.47	8.34	5.66	10.40
peak27832	1.11	1.29	1.50	1.19	3.11	1.91	1.11	1.93	2.08	0.00	0.00	1.60	1.09	2.12	4.10	3.21	1.89	0.00
peak5779	6.65	1.29	1.50	2.37	0.00	0.00	0.00	36.75	7.27	17.67	3.22	9.58	1.69	4.57	4.10	0.64	1.26	3.20
peak18631	3.32	1.29	3.00	2.97	12.45	1.91	4.46	10.64	6.23	5.20	0.00	0.00	0.73	3.12	0.00	1.92	2.51	5.60
peak1786	2.22	1.29	0.00	0.59	0.00	0.00	0.00	0.97	2.08	1.04	1.61	0.00	0.36	1.00	0.00	0.00	0.00	2.40
peak25177	11.08	11.60	9.01	0.59	4.67	15.31	4.46	4.84	3.12	1.04	1.61	11.17	1.94	3.01	1.37	4.49	2.51	1.60
peak6642	5.54	3.87	9.01	10.68	1.56	7.65	2.23	8.70	2.08	2.08	3.22	3.19	4.48	11.38	1.37	2.57	6.92	4.80
peak17508	16.62	12.89	12.01	5.34	10.89	11.48	3.34	6.77	3.12	4.16	1.61	4.79	1.57	2.68	8.20	1.92	2.51	9.60
peak11754	11.08	12.89	21.02	8.90	3.11	5.74	8.92	22.25	2.08	10.39	3.22	11.17	1.45	6.69	4.10	3.85	4.40	8.00
peak19469	0.00	0.00	3.00	0.00	0.00	1.91	1.11	0.00	1.04	0.00	1.61	4.79	1.69	0.78	0.00	0.00	1.89	0.80
peak8141	5.54	7.73	1.50	2.97	4.67	15.31	2.23	2.90	3.12	2.08	1.61	1.60	1.45	4.24	0.00	3.21	1.26	13.60
peak7704	19.94	24.48	10.51	11.86	20.22	9.57	10.03	14.51	5.19	9.35	3.22	3.19	1.94	4.46	5.47	1.92	3.14	4.80
peak9524	0.00	0.00	1.50	0.59	0.00	0.00	0.00	3.87	2.08	0.00	1.61	0.00	0.60	1.23	0.00	0.00	2.51	0.80
peak16903	3.32	2.58	4.50	2.37	10.89	3.83	4.46	1.93	0.00	4.16	0.00	0.00	0.73	3.46	2.73	6.41	0.63	1.60
peak26837	2.22	15.46	10.51	5.93	10.89	26.78	2.23	33.85	3.12	5.20	0.00	6.38	1.33	5.58	0.00	5.13	0.63	4.00
peak157	0.00	1.29	0.00	0.59	0.00	3.83	0.00	1.93	1.04	0.00	0.00	0.00	0.85	1.12	2.73	0.00	3.14	1.60
peak29781	2.22	2.58	6.00	1.78	1.56	1.91	0.00	3.87	1.04	0.00	0.00	0.00	1.45	3.24	1.37	3.21	2.51	5.60
peak23651	1.11	0.00	6.00	2.97	1.56	1.91	0.00	0.97	0.00	0.00	0.00	3.19	0.36	1.34	0.00	0.00	0.63	1.60
peak21834	3.32	3.87	1.50	4.15	10.89	0.00	2.23	6.77	0.00	2.08	8.05	3.19	1.45	4.57	4.10	3.85	3.14	8.00
peak28811	0.00	3.87	0.00	0.00	3.11	9.57	0.00	1.93	2.08	3.12	1.61	1.60	0.97	1.34	0.00	1.28	1.89	9.60
peak1324	0.00	2.58	3.00	2.37	0.00	7.65	0.00	1.93	2.08	4.16	0.00	3.19	1.57	2.79	0.00	1.28	3.77	2.40
peak14870	3.32	0.00	0.00	1.19	0.00	0.00	4.46	1.93	1.04	2.08	3.22	0.00	1.09	0.78	2.73	1.92	0.00	1.60
peak27536	1.11	0.00	0.00	1.19	0.00	1.91	3.34	0.00	0.00	0.00	0.00	1.60	2.06	0.67	0.00	1.28	0.00	0.00
peak22919	2.22	7.73	1.50	4.75	14.00	7.65	2.23	12.57	1.04	6.24	1.61	3.19	1.33	4.57	2.73	1.92	1.89	6.40
peak23326	0.00	0.00	0.00	1.78	0.00	0.00	1.11	0.97	0.00	1.04	0.00	0.00	1.09	1.00	1.37	0.00	0.00	0.00
peak21924	0.00	3.87	7.51	2.37	0.00	3.83	3.34	2.90	2.08	1.04	0.00	0.00	1.33	2.01	2.73	5.13	1.89	1.60
peak11909	2.22	12.89	0.00	4.75	3.11	19.13	4.46	77.37	1.04	8.32	1.61	15.96	0.97	4.13	0.00	7.70	0.63	8.00
peak26342	2.22	28.35	7.51	7.12	14.00	9.57	5.57	24.18	3.12	8.32	4.83	3.19	1.94	8.03	2.73	3.85	3.77	4.80
peak4016	2.22	1.29	10.51	2.37	0.00	13.39	0.00	0.97	3.12	0.00	1.61	1.60	1.94	2.01	5.47	2.57	0.63	2.40
peak28241	3.32	7.73	31.52	8.90	26.45	17.22	0.00	1.93	2.08	1.04	1.61	1.60	1.81	1.00	4.10	1.92	1.89	1.60
peak5172	2.22	3.87	1.50	4.15	4.67	11.48	2.23	14.51	7.27	18.71	1.61	6.38	1.81	3.24	2.73	6.41	3.14	7.20
peak4692	11.08	5.15	4.50	5.34	1.56	9.57	3.34	2.90	2.08	2.08	0.00	1.60	1.69	4.24	0.00	0.64	6.29	2.40
peak29620	9.97	11.60	19.51	8.30	0.00	11.48	4.46	29.02	2.08	4.16	1.61	6.38	2.06	2.57	0.00	0.64	6.92	3.20
peak28459	1.11	2.58	0.00	0.00	1.56	0.00	0.00	0.00	0.00	0.00	3.22	0.00	0.85	1.90	1.37	0.64	0.63	0.80
peak22402	3.32	0.00	0.00	0.59	0.00	0.00	5.57	1.93	0.00	4.16	3.22	1.60	1.33	0.78	0.00	1.28	0.63	0.00
peak17835	4.43	11.60	6.00	3.56	10.89	24.87	0.00	10.64	4.16	0.00	3.22	7.98	1.69	6.36	0.00	5.77	1.89	12.00
peak9327	1.11	0.00	1.50	4.15	0.00	0.00	0.00	0.97	0.00	2.08	0.00	3.19	0.48	0.89	0.00	0.00	0.00	0.80
peak10600	0.00	11.60	7.51	4.15	1.56	9.57	5.57	23.21	1.04	7.28	1.61	6.38	2.18	1.90	1.37	0.00	1.89	0.00
peak24747	11.08	7.73	12.01	5.34	10.89	22.96	2.23	3.87	2.08	3.12	1.61	1.60	1.45	2.34	0.00	3.85	0.63	4.00
peak2081	2.22	3.87	6.00	1.19	9.33	5.74	1.11	9.67	3.12	2.08	0.00	1.60	0.60	3.57	4.10	2.57	1.89	3.20
peak28345	32.13	72.16	0.00	1.19	6.22	0.00	1.11	2.90	0.00	0.00	3.22	1.60	1.57	2.57	0.00	5.77	0.00	4.00
peak23847	2.22	5.15	0.00	3.56	7.78	7.65	3.34	4.84	0.00	0.00	0.00	3.19	1.69	1.12	0.00	1.28	1.89	2.40
peak13637	2.22	1.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.12	0.00	0.00	0.48	0.11	0.00	0.00	0.63	0.00
peak22624	2.22	5.15	3.00	2.97	3.11	3.83	0.00	0.97	2.08	3.12	6.44	0.00	1.09	0.33	4.10	0.64	1.26	1.60
peak1006	7.75	3.87	9.01	5.34	7.78	7.65	2.23	7.74	1.04	6.24	0.00	0.00	2.06	3.01	0.00	0.00	4.40	0.80
peak918	2.22	3.87	0.00	0.59	1.56	19.13	2.23	2.90	0.00	0.00	0.00	0.00	1.94	0.56	0.00	0.00	3.14	0.80
peak29819	3.32	14.17	4.50	0.00	3.11	0.00	0.00	0.00	1.04	1.04	1.61	3.19	0.85	2.12	1.37	1.28	1.26	6.40
peak2379	2.22	6.44	9.01	0.00	0.00	0.00	1.11	0.97	1.04	3.12	1.61	0.00	0.97	0.78	0.00	1.28	0.00	0.00
peak27486	0.00	2.58	0.00	1.19	0.00	3.83	0.00	0.00	0.00	4.16	0.00	0.00	0.73	0.45	0.00	0.64	1.26	0.00
peak4071	1.11	3.87	13.51	3.56	0.00	7.65	3.34	0.97	0.00	0.00	0.00	0.00	1.57	2.12	1.37	1.28	2.51	0.80
peak8452	2.22	0.00	0.00	1.19	0.00	1.91	1.11	0.97	2.08	1.04	0.00	1.60	1.45	0.33	0.00	2.57	0.63	0.80
peak11505	1.11	14.17	0.00	1.19	1.56	1.91	0.00	4.84	0.00	2.08	1.61	1.60	0.12	1.45	1.37	0.00	0.00	0.80
peak27541	1.11	1.29	1.50	0.00	4.67	1.91	3.34	0.00	1.04	1.04	0.00	0.00	0.24	2.12	0.00	0.00	1.89	3.20
peak18336	12.19	63.14	10.51	5.34	29.56	36.35	8.92	51.26	6.23	13.51	9.66	12.77	3.39	12.83	4.10	3.85	8.17	8.00
peak30265	4.43	3.87	3.00	6.53	7.78	3.83	2.23	5.80	3.12	0.00	1.61	3.19	1.57	1.12	5.47	0.64	1.26	6.40
peak9671	2.22	3.87	10.51	1.19	1.56	5.74	2.23	1.93	2.08	3.12	0.00	3.19	1.09	2.57	0.00	5.13	1.89	3.20
peak17964	15.51	29.64	61.54	21.95	17.11	19.13	7.80	30.95	2.08	6.24	6.44	7.98	2.54	6.69	10.94	10.90	3.14	4.80
peak23699	8.86	38.66	13.51	7.71	12.45	22.96	5.57	106.39	3.12	17.67	6.44	35.11	1.94	12.05	1.37	14.75	2.51	19.20
peak17556	2.22	3.87	0.00	2.37	3.11	1.91	0.00	4.84	2.08	0.00	1.61	3.19	0.00	2.01	0.00	1.28	2.51	4.00
peak3861	3.32	2.58	1.50	0.00	1.56	0.00	7.80	13.54	2.08	4.16	3.22	3.19	0.73	3.01	1.37	3.21	1.89	0.80
peak11576	1.11	1.29	7.51	2.37	0.00	1.91	1.11	2.90	2.08	2.08	4.83	1.60	1.69	0.78	0.00	2.57	2.51	1.60
peak25491	1.11	3.87	6.00	0.59	3.11	1.91	0.00	0.00	2.08	3.12	1.61	0.00	1.81	1.56	0.00	0.00	1.26	3.20
peak22645	3.32	3.87	9.01	3.56	6.22	3.83	0.00	3.87	0.00	2.08	0.00	1.60	0.73	1.12	1.37	0.64	0.63	0.80
peak18854	0.00	0.00	0.00	2.37	1.56	3.83	0.00	0.00	1.04	0.00	1.61	0.00	0.73	0.67	0.00	0.64	0.63	0.80
peak11693	12.19	3.87	21.02	13.05	14.00	24.87	8.92	24.18	0.00	2.08	6.44	6.38	1.21	4.57	0.00	1.28	1.89	12.00
peak28083	0.00	1.29	0.00	0.00	0.00	0.00	0.00	0.97	1.04	2.08	3.22	1.60	0.97	0.45	2.73	0.00	0.63	0.80
peak7134	8.86	6.44	13.51	4.75	14.00	9.57	2.23	7.74	1.04	6.24	6.44	3.19	1.69	3.57	1.37	1.28	2.51	12.80
peak26981	2.22	0.00	0.00	0.00	0.00	0.00	0.00	4.84	4.16	2.08	0.00	0.00	0.60	0.33	0.00	0.64	0.00	1.60
peak23840	1.11	0.00	7.51	4.15	3.11	3.83	0.00	0.97	1.04	0.00	0.00	1.60	1.09	0.89	1.37	0.64	0.00	1.60
peak22268	2.22	1.29	6.00	9.49	6.22	9.57	0.00	4.84	0.00	5.20	3.22	4.79	1.69	2.23	0.00	5.13	1.26	4.00
peak6517	13.29	21.90	45.03	13.05	24.89	15.31	1.11	13.54	7.27	2.08	3.22	4.79	1.69	3.01	2.73	1.28	3.14	6.40
peak11278	3.32	3.87	6.00	2.37	6.22	1.91	0.00	0.97	2.08	3.12	1.61	1.60	1.45	2.23	1.37	0.64	1.26	1.60
peak14221	1.11	3.87	3.00	2.97	1.56	7.65	0.00	0.00	0.00	4.16	0.00	1.60	0.36	2.12	0.00	3.85	1.89	1.60
peak27290	2.22	12.89	4.50	0.59	4.67	1.91	2.23	2.90	0.00	1.04	1.61	4.79	0.00	3.35	0.00	0.00	0.63	0.00
peak18526	1.11	0.00	0.00	0.59	0.00	5.74	0.00	1.93	0.00	1.04	3.22	3.19	1.69	0.78	0.00	0.00	0.63	0.80
peak20598	4.43	6.44	13.51	2.97	9.33	17.22	3.34	4.84	4.16	3.12	3.22	6.38	1.69	2.34	0.00	0.64	2.51	1.60
peak13267	5.54	9.02	10.51	6.53	4.67	44.00	5.57	27.08	0.00	5.20	1.61	23.94	1.33	6.58	8.20	4.49	3.77	16.00
peak29980	0.00	0.00	0.00	1.19	0.00	0.00	1.11	0.00	0.00	3.12	0.00	0.00	0.48	0.56	0.00	1.92	1.26	1.60
peak990	3.32	0.00	0.00	3.56	0.00	1.91	1.11	0.97	0.00	0.00	1.61	0.00	1.45	1.00	0.00	1.92	2.51	0.00
peak16086	5.54	9.02	4.50	3.56	4.67	1.91	3.34	6.77	2.08	1.04	3.22	3.19	0.73	2.79	2.73	2.57	3.77	1.60
peak1003	1.11	6.44	0.00	3.56	0.00	0.00	0.00	3.87	6.23	0.00	1.61	1.60	1.69	1.45	0.00	1.28	4.40	1.60
peak1663	3.32	3.87	6.00	13.05	15.56	11.48	1.11	10.64	7.27	14.55	6.44	3.19	1.81	4.02	1.37	2.57	2.51	1.60
peak1922	14.40	32.21	46.53	6.53	4.67	11.48	0.00	4.84	0.00	2.08	3.22	6.38	1.09	14.95	6.84	8.34	3.14	1.60
peak13483	2.22	1.29	0.00	1.19	1.56	1.91	2.23	2.90	1.04	1.04	0.00	3.19	0.73	1.23	1.37	0.64	2.51	1.60
peak24813	7.75	5.15	7.51	6.53	15.56	32.52	2.23	10.64	3.12	2.08	1.61	3.19	1.94	2.34	0.00	1.28	2.51	1.60
peak250	5.54	5.15	9.01	2.97	7.78	3.83	3.34	23.21	9.35	15.59	9.66	11.17	1.81	5.80	2.73	1.28	3.14	4.80
peak30225	1.11	11.60	6.00	11.27	4.67	17.22	6.69	59.97	2.08	15.59	0.00	3.19	0.24	2.90	2.73	1.28	1.89	4.80
peak2915	7.75	3.87	12.01	3.56	18.67	13.39	4.46	5.80	1.04	14.55	1.61	3.19	0.60	3.90	5.47	2.57	2.51	1.60
peak19657	11.08	11.60	25.52	20.76	15.56	19.13	2.23	22.25	6.23	9.35	1.61	6.38	1.21	3.57	5.47	3.21	5.03	7.20
peak7806	3.32	9.02	3.00	5.34	1.56	5.74	6.69	18.38	3.12	6.24	9.66	4.79	3.39	3.90	8.20	4.49	0.63	4.80
peak7521	0.00	0.00	4.50	4.15	1.56	0.00	0.00	0.00	2.08	0.00	3.22	0.00	0.73	1.67	1.37	0.00	1.26	10.40
peak13848	6.65	1.29	31.52	5.34	10.89	7.65	1.11	6.77	3.12	5.20	4.83	3.19	0.85	2.34	4.10	3.85	1.89	5.60
peak20620	2.22	1.29	12.01	4.15	0.00	5.74	1.11	4.84	0.00	3.12	0.00	1.60	2.30	1.34	1.37	2.57	1.26	4.00
peak24775	1.11	0.00	1.50	2.37	7.78	1.91	2.23	0.00	0.00	3.12	4.83	1.60	1.09	0.89	1.37	0.00	2.51	0.00
peak18868	7.75	19.33	57.04	12.46	40.45	32.52	6.69	26.11	6.23	15.59	1.61	12.77	2.18	11.49	8.20	11.54	8.80	16.00
peak3771	1.11	3.87	3.00	0.00	14.00	7.65	0.00	6.77	1.04	2.08	1.61	4.79	1.69	1.45	0.00	3.21	1.26	1.60
peak29743	0.00	0.00	1.50	1.78	0.00	0.00	1.11	0.97	0.00	0.00	3.22	0.00	0.85	0.33	0.00	0.64	1.26	1.60
peak7131	1.11	1.29	0.00	1.19	0.00	0.00	0.00	0.00	0.00	4.16	6.44	3.19	0.97	1.67	2.73	0.00	1.26	4.80
peak11986	3.32	5.15	57.04	23.73	10.89	5.74	5.57	4.84	1.04	3.12	1.61	3.19	1.57	3.46	1.37	1.92	1.89	3.20
peak14395	14.40	7.73	6.00	5.34	4.67	1.91	2.23	15.47	2.08	5.20	0.00	3.19	1.09	4.91	0.00	0.00	4.40	0.80
peak21319	4.43	3.87	1.50	4.15	18.67	17.22	0.00	0.00	1.04	2.08	1.61	3.19	1.69	1.00	0.00	3.21	2.51	4.80
peak27965	3.32	11.60	15.01	20.17	14.00	28.70	6.69	21.28	3.12	5.20	3.22	6.38	1.09	5.02	2.73	3.21	3.14	11.20
peak26038	8.86	21.90	34.53	11.86	32.67	38.26	3.34	10.64	3.12	11.43	3.22	9.58	1.21	4.91	2.73	3.21	0.63	3.20
peak4621	1.11	0.00	0.00	0.00	0.00	0.00	1.11	0.00	3.12	8.32	1.61	1.60	0.36	1.12	1.37	1.92	1.89	0.00
peak29950	0.00	5.15	4.50	2.97	1.56	0.00	1.11	0.97	1.04	0.00	1.61	0.00	1.33	0.67	1.37	3.21	2.51	1.60
peak13354	0.00	2.58	0.00	0.59	1.56	0.00	1.11	5.80	4.16	0.00	1.61	0.00	1.33	1.56	0.00	3.21	0.63	4.00
peak8558	0.00	1.29	1.50	2.97	0.00	3.83	0.00	2.90	1.04	5.20	6.44	1.60	1.09	2.12	0.00	0.00	0.00	0.00
peak10702	5.54	3.87	3.00	1.78	0.00	1.91	0.00	18.38	1.04	10.39	0.00	6.38	1.09	1.12	0.00	0.00	0.63	2.40
peak29233	5.54	12.89	76.56	39.15	23.34	5.74	8.92	15.47	4.16	7.28	6.44	6.38	1.45	3.46	4.10	3.85	1.26	4.00
peak16759	4.43	5.15	0.00	7.12	15.56	21.05	0.00	1.93	0.00	5.20	0.00	1.60	0.97	2.01	4.10	0.00	1.89	3.20
peak13845	7.75	3.87	9.01	5.93	1.56	13.39	3.34	21.28	3.12	0.00	6.44	1.60	2.54	4.57	8.20	5.13	3.14	15.20
peak17165	1.11	2.58	3.00	2.97	0.00	1.91	2.23	2.90	3.12	6.24	1.61	3.19	0.48	1.00	1.37	11.54	1.26	3.20
peak14426	8.86	2.58	0.00	2.97	1.56	3.83	16.72	19.34	2.08	5.20	0.00	4.79	1.45	1.90	1.37	1.92	1.89	3.20
peak21936	8.86	15.46	16.51	5.34	15.56	21.05	2.23	30.95	3.12	12.47	4.83	3.19	1.21	4.91	4.10	0.64	5.03	7.20
peak8551	0.00	0.00	0.00	2.37	0.00	0.00	1.11	1.93	0.00	0.00	0.00	0.00	1.45	1.79	2.73	0.00	1.89	0.00
peak23342	1.11	0.00	0.00	4.75	3.11	3.83	0.00	5.80	2.08	5.20	1.61	1.60	1.45	2.34	1.37	0.64	2.51	0.00
peak19500	2.22	2.58	7.51	1.19	0.00	1.91	0.00	2.90	3.12	3.12	1.61	6.38	1.33	1.45	0.00	1.28	1.26	2.40
peak4128	0.00	1.29	1.50	1.19	6.22	0.00	1.11	5.80	1.04	2.08	3.22	0.00	0.85	0.56	0.00	0.00	1.89	1.60
peak11474	1.11	6.44	13.51	7.12	3.11	3.83	0.00	6.77	1.04	1.04	1.61	7.98	1.94	2.79	1.37	3.85	3.77	3.20
peak338	1.11	3.87	0.00	1.78	0.00	0.00	1.11	0.97	0.00	2.08	1.61	0.00	2.06	0.45	1.37	3.85	0.00	0.00
peak15712	1.11	3.87	1.50	1.19	0.00	1.91	0.00	0.97	0.00	6.24	3.22	1.60	1.45	1.67	0.00	0.00	2.51	7.20
peak13013	8.86	25.77	19.51	8.30	17.11	17.22	14.49	34.82	5.19	7.28	3.22	7.98	1.45	4.24	4.10	7.70	3.77	4.00
peak21234	2.22	1.29	1.50	0.00	3.11	5.74	2.23	17.41	5.19	6.24	3.22	3.19	2.42	2.79	0.00	0.00	2.51	6.40
peak10823	5.54	11.60	7.51	5.34	0.00	7.65	1.11	12.57	3.12	8.32	3.22	4.79	1.69	4.02	0.00	9.62	1.26	4.00
peak11736	0.00	1.29	0.00	1.78	0.00	3.83	1.11	0.00	5.19	1.04	0.00	3.19	0.97	1.00	2.73	0.00	1.26	3.20
peak12651	1.11	3.87	3.00	2.37	0.00	0.00	0.00	5.80	3.12	1.04	3.22	4.79	0.48	1.67	0.00	5.13	3.14	0.00
peak12719	5.54	3.87	1.50	1.19	3.11	1.91	4.46	3.87	0.00	3.12	1.61	4.79	2.30	2.23	0.00	4.49	2.51	6.40
peak11263	1.11	2.58	13.51	3.56	4.67	0.00	0.00	2.90	0.00	11.43	1.61	3.19	1.81	2.12	2.73	7.70	1.89	1.60
peak25971	2.22	6.44	9.01	2.37	1.56	11.48	1.11	11.61	2.08	5.20	1.61	3.19	2.30	4.46	2.73	0.64	1.89	6.40
peak24161	13.29	12.89	18.01	11.27	4.67	3.83	0.00	50.29	8.31	9.35	4.83	11.17	0.97	5.91	1.37	3.21	1.89	8.00
peak14087	3.32	1.29	0.00	1.19	9.33	3.83	0.00	1.93	2.08	0.00	1.61	3.19	1.94	1.56	1.37	1.92	0.00	4.00
peak29939	7.75	5.15	10.51	4.75	40.45	38.26	5.57	14.51	0.00	20.79	1.61	11.17	1.94	3.12	4.10	7.70	1.89	5.60
peak5985	1.11	2.58	1.50	1.19	0.00	5.74	4.46	4.84	0.00	3.12	0.00	3.19	2.66	1.12	4.10	7.05	3.77	0.80
peak28338	1.11	2.58	3.00	1.19	4.67	11.48	0.00	0.97	2.08	1.04	0.00	4.79	0.73	1.34	2.73	3.85	2.51	0.80
peak28384	1.11	0.00	0.00	0.59	0.00	3.83	1.11	1.93	2.08	0.00	0.00	0.00	0.36	0.22	0.00	0.00	0.63	0.80
peak27573	1.11	3.87	0.00	0.59	3.11	3.83	0.00	0.97	4.16	0.00	1.61	3.19	1.45	1.34	0.00	0.00	1.89	0.80
