PeakID	Uns	CpG	pIC	all3	PU.1_0hr	PU.1_CpG	PU.1_pIC	Rela_0hr	Rela_CpG	RelB_CpG	p300_0hr	p300_CpG	p300_pIC	cREL_0hr	cREL_CpG	cREL_pIC	IRF3_0hr	IRF3_CpG	IRF3_pIC	IRF5_0hr	IRF5_CpG	IRF5_pIC
peak29334	13.28	7.49	6.22	7.40	30.80	25.29	31.03	1.84	7.69	3.46	5.41	4.93	4.44	0.58	7.65	2.36	8.87	14.39	35.72	2.46	10.67	9.83
peak16242	7.51	9.22	11.03	8.25	21.14	20.28	23.50	1.84	2.05	3.46	4.12	4.93	3.95	0.58	9.69	4.71	12.42	16.66	22.12	7.19	19.63	25.23
peak3839	30.02	13.83	29.14	9.67	7.83	11.52	9.87	3.69	14.86	19.01	4.12	16.28	9.37	2.88	32.14	22.99	28.40	41.65	72.30	2.05	45.91	47.17
peak4313	21.07	15.84	22.07	15.65	61.86	41.06	48.18	1.84	11.79	1.04	5.67	7.89	4.93	0.00	6.12	2.36	11.54	11.36	13.61	9.04	16.70	11.12
peak25467	3.46	1.44	10.19	3.98	0.52	0.75	0.71	0.00	3.08	4.49	0.00	0.49	0.49	0.58	0.51	3.54	0.00	0.76	0.85	0.82	0.00	2.00
peak17073	0.87	0.86	6.22	1.42	1.04	0.50	0.71	0.00	2.05	0.00	0.52	1.48	0.00	1.15	0.00	1.77	0.00	0.00	0.85	0.62	1.08	1.14
peak9869	16.74	4.61	8.49	13.09	14.88	11.77	18.10	0.46	2.56	2.77	4.12	5.43	2.47	1.15	8.16	6.48	21.30	31.80	41.68	9.65	12.83	13.82
peak18411	4.33	7.49	1.98	3.70	3.65	7.51	6.82	0.00	3.59	0.69	0.52	0.49	1.97	2.30	0.51	0.59	0.00	0.76	4.25	1.85	2.16	1.71
peak14724	6.35	18.44	33.38	30.44	7.83	7.01	16.92	2.77	5.64	15.55	1.80	3.95	1.97	1.15	8.67	16.50	6.21	11.36	45.93	3.29	6.96	13.54
peak17762	2.02	2.59	7.36	1.42	4.44	7.26	6.58	0.92	3.08	2.77	0.52	1.97	1.97	0.58	1.53	1.18	0.89	2.27	3.40	1.03	2.32	1.71
peak14292	45.32	29.38	28.29	30.16	38.63	37.56	39.72	3.23	2.05	6.22	6.44	7.40	4.93	5.18	6.12	5.89	19.52	28.02	50.18	3.90	17.31	16.10
peak6456	0.87	18.44	7.07	16.79	3.65	2.25	3.53	0.92	1.03	8.99	0.77	1.97	2.47	1.73	1.02	1.18	3.55	0.00	0.85	2.67	1.08	1.57
peak1241	13.28	9.22	16.41	9.11	17.23	17.28	15.51	2.31	3.59	7.26	2.32	6.41	2.47	3.45	10.71	8.25	20.41	16.66	28.07	5.55	17.93	19.95
peak24804	7.79	6.34	5.09	12.80	8.09	6.01	5.88	0.00	2.05	0.69	2.06	3.95	2.47	0.58	0.00	0.59	4.44	1.51	7.66	1.44	1.39	2.42
peak30303	3.46	4.03	9.90	5.41	7.83	6.51	6.82	0.00	0.00	1.38	1.03	1.97	3.95	1.15	2.55	4.13	2.66	1.51	5.95	1.23	4.64	2.57
peak25088	0.87	7.49	4.81	11.38	0.52	4.01	1.88	0.00	1.03	1.73	0.77	0.49	0.99	0.58	0.51	1.18	0.00	0.00	1.70	1.44	2.01	1.71
peak24062	11.26	12.39	22.07	25.89	14.09	17.03	21.62	3.23	11.28	6.22	6.70	6.91	22.20	0.58	6.12	11.20	1.77	11.36	69.75	6.57	20.56	22.80
peak2349	14.72	14.69	24.90	29.02	22.71	24.04	25.15	0.92	3.08	4.15	4.90	11.84	11.34	3.45	16.32	17.68	31.06	28.02	62.09	1.03	29.68	18.53
peak29760	4.62	6.91	2.83	5.12	5.22	5.26	4.00	0.00	0.00	2.42	0.26	0.99	0.00	0.00	0.00	0.00	0.00	3.03	0.00	0.00	0.77	1.14
peak6073	2.02	10.66	4.53	16.79	2.09	7.26	4.94	2.31	6.15	11.75	0.52	4.44	2.47	2.88	9.69	7.07	6.21	2.27	8.51	2.26	12.99	10.83
peak8994	20.79	16.71	12.73	23.33	0.00	0.25	0.71	0.00	0.00	0.00	0.00	0.00	0.99	0.00	1.02	0.00	0.89	0.00	0.00	2.88	1.70	1.71
peak27938	1.73	2.02	5.94	0.57	1.30	1.25	0.00	0.00	0.00	0.00	0.77	0.00	1.97	1.15	1.53	1.77	0.00	1.51	0.00	0.41	0.77	1.14
peak19819	3.46	2.30	7.36	3.13	0.52	0.75	0.47	0.92	1.03	0.00	0.77	2.96	1.48	0.58	1.02	1.18	0.89	0.00	0.85	2.05	1.70	1.28
peak11830	8.95	14.69	11.60	20.49	10.44	14.52	9.87	0.46	7.69	19.70	4.64	8.39	8.88	2.30	4.59	4.71	4.44	7.57	15.31	1.64	15.92	9.41
peak8155	28.29	9.22	10.47	5.41	32.36	29.05	26.56	1.84	4.10	1.38	6.44	4.44	3.95	1.15	4.59	5.30	69.22	68.91	99.52	7.19	10.05	7.98
peak24547	0.58	17.28	5.66	26.75	1.83	8.51	6.11	1.84	4.61	7.60	1.55	2.96	1.48	0.58	1.02	1.77	0.00	2.27	0.00	0.82	1.55	0.86
peak13174	6.06	2.30	11.88	5.98	5.48	8.76	9.64	0.92	1.54	1.04	1.55	7.89	10.85	1.73	3.06	1.18	0.00	9.09	43.38	2.26	10.98	14.25
peak9113	23.67	18.72	12.17	24.75	32.62	30.30	20.92	0.46	3.08	4.84	7.47	6.91	7.89	0.58	5.10	4.71	17.75	12.12	19.56	4.93	10.51	10.97
peak3243	2.02	1.73	6.22	2.85	0.78	0.25	0.94	1.84	0.00	0.00	0.77	0.99	1.48	1.73	1.02	0.00	1.77	0.76	3.40	0.41	0.93	0.71
peak27734	10.10	20.16	18.96	29.59	15.40	18.28	19.74	1.84	1.54	4.84	2.32	5.92	6.41	1.73	17.85	20.04	4.44	6.82	9.36	29.37	23.50	25.08
peak18066	1.44	41.19	16.41	53.78	0.78	4.51	2.82	0.00	12.81	36.64	1.03	4.44	2.96	1.15	16.32	18.86	5.32	9.09	50.18	2.67	19.48	20.81
peak22599	16.17	9.51	50.08	21.91	1.04	0.50	0.71	0.00	2.56	0.69	1.29	1.97	2.47	0.00	0.00	0.00	0.89	1.51	3.40	4.93	2.16	1.57
peak19782	2.02	6.91	2.26	4.27	1.83	1.50	3.76	1.38	1.03	0.35	1.29	0.99	0.99	0.00	2.04	1.77	0.89	1.51	2.55	7.19	1.70	3.28
peak11911	4.91	6.91	16.13	11.95	14.09	17.78	19.98	0.00	5.13	6.91	1.80	3.95	3.45	1.73	15.81	9.43	12.42	19.69	34.87	2.88	11.59	13.25
peak14923	2.89	5.76	6.79	6.26	0.26	1.25	0.94	0.92	0.00	2.07	2.06	1.48	1.97	2.30	0.51	1.77	3.55	5.30	1.70	5.55	2.78	3.99
peak2298	16.46	21.89	13.01	31.01	1.04	2.25	1.65	0.92	1.03	0.00	0.52	0.99	2.96	0.58	2.04	0.00	0.89	8.33	4.25	2.26	6.18	3.71
peak6816	4.62	11.23	3.40	19.92	1.04	1.50	0.47	2.31	1.03	0.69	2.83	0.00	1.48	0.00	1.02	0.00	0.00	1.51	0.00	0.21	1.70	1.14
peak573	16.17	17.57	10.47	19.35	4.96	5.01	5.41	0.92	4.10	2.07	2.06	3.95	3.95	1.73	1.02	2.95	4.44	0.76	0.85	16.02	12.21	10.69
peak7195	11.26	11.81	5.38	9.11	0.52	1.50	0.71	1.38	1.03	1.73	0.77	1.48	1.97	0.00	1.02	2.95	1.77	0.00	5.10	11.09	1.70	3.42
peak19182	54.56	11.23	20.65	6.54	53.77	50.33	48.89	4.15	3.08	2.07	19.07	13.81	13.32	9.20	15.81	11.79	49.70	47.71	78.25	9.86	37.26	30.36
peak11954	19.63	18.44	9.05	10.53	90.83	53.83	42.31	2.77	6.15	5.53	13.66	11.84	4.93	1.15	6.12	5.30	9.76	6.06	23.82	18.28	28.60	28.36
peak28629	4.33	10.95	4.53	7.40	8.87	10.02	7.29	1.84	3.08	2.77	1.29	4.93	0.00	1.15	2.55	1.18	2.66	3.79	0.85	1.64	4.64	3.42
peak28823	3.46	1.73	9.05	8.25	15.66	12.02	15.98	0.00	3.08	2.77	2.58	2.47	1.97	1.73	3.06	1.18	1.77	7.57	12.76	3.49	5.57	4.70
peak25523	2.89	10.66	10.19	13.94	4.18	5.01	8.46	1.38	9.74	17.63	0.52	1.48	4.93	0.00	6.63	12.97	0.00	1.51	2.55	2.88	2.01	5.13
peak3487	13.86	5.76	5.94	3.70	7.83	3.76	3.06	0.00	1.03	0.69	3.61	0.99	0.49	0.58	0.51	0.59	0.00	1.51	0.00	1.23	0.62	1.14
peak27642	3.46	1.44	10.19	2.56	14.62	12.52	11.75	0.92	1.03	2.07	2.06	1.97	1.48	2.30	2.04	1.18	3.55	3.79	4.25	0.82	1.08	1.43
peak3051	4.04	5.18	3.11	2.85	0.78	0.25	1.41	3.23	0.00	1.38	0.77	1.97	0.99	0.00	0.51	0.59	0.89	0.00	2.55	1.23	2.16	0.71
peak18154	1.44	2.02	5.66	9.39	1.83	0.75	0.47	0.92	0.51	3.46	1.80	0.99	1.48	1.15	1.53	0.59	0.00	1.51	2.55	0.21	0.62	2.00
peak28600	17.61	12.39	10.19	11.38	55.59	45.32	51.94	2.77	10.25	3.11	11.85	15.79	17.26	1.73	21.94	29.47	27.51	21.20	44.23	3.70	10.82	13.82
peak7936	13.28	21.32	8.77	12.52	18.53	12.27	12.69	0.00	1.03	4.15	1.55	1.48	2.96	4.03	1.02	1.18	7.99	1.51	0.00	1.03	3.86	2.00
peak5108	50.81	59.05	40.46	71.42	70.47	65.60	49.83	1.38	37.93	68.78	18.55	43.41	29.60	5.18	74.99	50.10	43.49	20.45	98.67	13.76	108.06	107.74
peak23055	10.68	7.20	3.40	12.52	2.35	2.25	3.76	0.92	2.56	1.04	2.58	1.48	0.49	1.73	0.51	1.18	0.89	3.03	0.85	1.85	2.16	0.86
peak14366	2.02	0.58	0.28	6.83	1.04	0.75	0.47	2.31	1.03	0.69	1.03	1.97	0.49	0.00	0.51	0.59	1.77	0.00	0.85	1.23	0.62	0.43
peak34	6.06	2.59	1.13	0.85	3.65	2.00	1.18	0.00	1.03	0.69	0.77	0.00	0.49	3.45	0.51	1.77	0.00	4.54	0.85	0.21	1.39	1.28
peak22813	1.44	7.49	1.13	5.69	0.78	2.50	1.88	0.00	2.05	16.94	0.52	2.96	0.49	2.88	3.06	1.77	0.89	0.76	0.00	1.23	3.09	1.43
peak22806	3.18	1.44	7.36	1.99	2.87	7.01	5.17	0.92	2.56	13.48	2.32	3.45	3.45	0.58	0.00	1.18	0.89	0.00	0.00	0.21	0.46	0.57
peak842	8.37	6.05	6.22	6.83	0.52	1.75	1.41	0.00	1.54	0.00	0.26	0.49	2.47	0.58	1.02	2.95	0.89	2.27	3.40	7.60	3.56	2.99
peak15622	3.75	8.35	2.55	4.84	1.04	1.75	1.18	0.92	0.00	1.04	1.29	1.48	1.97	1.73	0.00	3.54	3.55	0.76	0.85	1.03	1.86	0.86
peak18206	0.00	0.29	5.66	0.57	1.30	0.25	0.47	2.31	1.03	2.77	0.26	0.49	0.00	1.73	1.02	0.59	2.66	0.76	3.40	0.41	0.77	1.57
peak8593	16.46	84.40	87.99	94.18	23.75	31.05	30.56	3.69	19.99	67.40	6.44	21.71	19.73	1.15	22.45	34.18	9.76	4.54	57.84	3.29	15.77	27.93
peak28538	4.91	4.32	3.40	5.98	6.79	10.02	7.29	1.84	5.64	2.77	1.80	3.45	1.97	0.00	2.04	2.95	9.76	3.03	9.36	2.26	5.41	6.56
peak26820	6.35	2.59	2.83	3.13	0.78	1.25	3.29	0.92	1.54	3.46	1.80	0.99	2.96	0.58	2.04	0.59	1.77	2.27	0.85	5.55	3.86	3.14
peak12462	1.44	12.10	27.16	28.17	10.70	17.28	18.10	0.00	6.15	9.33	1.03	5.92	8.39	1.73	7.14	3.54	0.89	3.03	34.87	0.82	10.51	7.70
peak12929	1.73	2.30	6.79	0.28	0.78	0.75	1.41	1.84	1.03	0.00	0.77	1.48	2.47	0.00	0.51	1.18	2.66	0.00	0.85	6.98	1.86	1.85
peak12077	32.91	31.97	12.45	31.01	18.53	16.03	13.16	1.84	3.59	6.22	4.38	2.96	2.96	0.58	3.57	1.18	33.72	46.19	50.18	3.90	17.78	7.13
peak22375	5.20	3.17	6.79	5.12	10.70	12.77	13.63	0.92	1.54	5.18	1.80	3.45	2.96	1.73	4.59	6.48	8.87	6.82	10.21	1.85	5.57	6.41
peak18247	17.32	4.32	10.47	3.41	31.06	32.80	30.79	0.00	4.61	1.04	8.76	6.41	9.87	1.15	8.67	7.66	31.95	48.46	49.33	4.11	13.91	12.97
peak8910	74.48	47.53	61.68	45.53	23.23	27.79	29.85	1.84	26.65	24.54	8.50	15.29	15.78	2.30	56.62	31.83	172.17	193.85	217.75	7.19	38.49	37.77
peak6797	2.89	4.61	11.60	13.37	5.74	4.01	3.76	2.77	1.03	2.07	2.06	1.97	2.96	0.58	2.04	2.36	6.21	6.06	14.46	0.21	5.57	7.13
peak9282	2.89	5.76	3.40	8.25	0.78	0.75	0.71	0.46	1.03	1.04	1.55	2.47	0.49	0.58	0.51	0.59	2.66	2.27	0.85	1.64	0.15	2.00
peak4033	5.77	12.96	20.94	11.95	29.49	31.05	36.67	1.38	1.54	3.46	3.09	0.49	2.96	0.00	5.61	7.07	19.52	21.20	22.97	3.29	3.25	4.99
peak12257	0.29	1.15	2.55	6.83	0.78	2.50	1.18	0.00	4.61	16.25	1.55	2.47	2.96	0.00	4.59	1.18	1.77	0.00	3.40	2.05	0.62	1.43
peak11464	1.44	4.32	0.85	0.85	0.52	0.25	0.24	1.84	0.00	0.00	0.52	0.00	0.49	0.00	1.02	0.59	0.00	0.76	0.85	0.21	0.15	0.71
peak29527	8.37	6.91	9.34	6.26	3.39	3.26	1.41	0.92	1.03	0.00	1.03	0.49	0.99	0.58	2.04	2.36	1.77	2.27	4.25	3.49	3.40	2.00
peak22232	1.44	1.15	5.09	0.00	1.30	0.50	1.65	0.00	0.00	2.77	0.77	1.48	1.97	0.00	0.51	0.00	1.77	0.00	1.70	0.21	0.62	0.43
peak12741	32.33	22.18	21.50	21.62	114.58	84.88	84.85	1.38	5.64	3.46	15.98	9.87	7.40	1.15	9.18	7.66	46.15	104.50	105.47	12.32	23.34	24.37
peak14842	4.62	14.40	13.86	20.49	11.22	13.77	13.40	1.38	0.51	4.49	1.29	1.97	1.48	0.58	9.69	7.07	7.10	10.60	28.92	2.67	4.48	10.69
peak12560	3.75	9.51	5.94	5.98	3.65	3.51	3.53	0.92	2.05	3.80	1.03	2.96	0.00	0.00	0.51	0.00	0.00	3.03	0.85	1.23	1.24	1.28
peak27059	0.58	5.18	0.00	1.99	1.04	2.75	1.41	1.84	0.00	1.38	1.29	0.99	0.49	1.15	3.57	1.77	0.89	1.51	0.00	0.62	1.39	1.14
peak17261	11.84	2.59	7.07	1.14	6.52	9.26	9.87	0.92	1.54	2.77	2.32	2.47	0.49	1.15	2.55	4.13	7.99	6.82	21.26	1.44	4.17	4.85
peak27429	7.22	13.25	9.34	19.06	7.05	4.51	6.82	0.92	2.05	2.42	2.32	0.99	3.45	0.00	2.04	3.54	1.77	8.33	5.10	5.75	9.12	5.84
peak18437	0.87	2.30	1.41	6.83	0.52	1.75	1.65	0.92	1.54	0.00	0.77	0.49	1.97	0.58	1.53	0.00	0.00	0.76	0.85	0.41	1.39	1.28
peak24046	34.64	10.08	13.30	6.26	37.58	30.55	30.32	2.77	8.20	1.38	10.57	28.61	10.85	2.88	12.75	10.61	15.97	31.80	68.05	4.31	53.95	53.30
peak7006	71.60	89.01	99.59	90.48	202.27	161.25	165.24	4.15	22.55	20.05	39.17	51.80	28.12	3.45	43.87	30.06	131.35	265.03	286.65	20.95	75.91	70.97
peak3881	9.24	2.02	2.55	2.56	3.91	5.76	1.88	0.46	1.03	1.38	3.09	0.49	1.97	2.30	5.10	6.48	8.87	16.66	38.28	3.08	5.72	3.56
peak29095	24.83	20.45	8.20	20.20	26.88	19.53	29.85	0.92	5.64	4.15	6.44	6.41	4.93	3.45	4.08	2.95	23.96	21.96	36.57	1.03	6.80	5.13
peak24180	29.74	14.98	32.54	21.62	19.84	15.77	22.09	0.92	6.15	6.91	6.18	10.36	6.41	1.15	9.18	3.54	36.39	26.50	50.18	3.49	11.90	14.11
peak22891	5.20	0.58	0.00	0.57	0.52	1.75	0.24	2.31	0.00	0.69	0.52	1.48	0.00	1.15	2.04	0.59	0.00	0.76	1.70	1.85	0.46	0.29
peak5357	3.18	21.89	16.69	26.46	1.30	8.76	6.82	0.00	11.79	2.07	1.03	3.95	1.48	0.00	4.08	2.95	0.00	2.27	1.70	0.21	1.24	1.57
peak23919	0.58	0.29	7.07	4.84	3.39	7.51	16.22	0.46	5.13	3.11	1.55	1.97	2.96	1.73	9.69	17.68	0.89	2.27	11.06	0.62	2.01	3.56
peak22857	2.31	0.86	7.07	0.00	2.09	1.50	1.88	0.00	0.00	0.00	1.55	0.99	0.49	0.58	1.53	0.59	0.89	2.27	0.00	1.85	3.40	1.85
peak20724	1.15	4.32	8.20	3.13	2.61	2.25	3.29	1.84	9.74	5.88	1.03	1.97	1.97	0.00	15.30	12.38	0.00	5.30	6.80	1.85	13.14	18.10
peak11740	83.72	66.25	66.49	89.34	46.72	54.34	44.89	0.92	15.38	62.91	14.43	32.56	15.78	6.90	61.21	45.97	61.24	68.15	98.67	17.05	81.78	70.40
peak4433	0.00	6.05	0.57	0.85	0.78	0.25	1.18	2.77	1.03	0.00	1.80	0.49	0.00	2.30	0.51	0.59	0.89	1.51	0.85	0.21	1.24	0.14
peak7225	5.49	6.34	16.13	10.24	1.30	2.00	6.11	0.46	1.03	3.80	3.61	0.99	8.39	4.03	11.73	14.73	0.89	3.03	13.61	0.82	4.79	7.70
peak8624	9.53	5.18	8.49	2.85	10.96	7.76	7.76	1.84	2.56	3.11	4.12	6.41	2.96	0.58	0.00	0.59	3.55	8.33	5.95	1.85	1.39	1.28
peak3142	6.06	8.93	29.99	18.21	12.27	15.77	24.21	1.84	0.00	13.83	1.55	1.97	3.95	1.15	1.02	6.48	4.44	7.57	14.46	0.82	1.70	2.28
peak23067	6.35	2.59	8.49	3.70	6.26	3.00	5.64	2.77	3.08	0.35	1.80	1.97	0.49	0.58	5.61	5.89	2.66	3.79	0.00	7.81	6.34	6.56
peak2819	2.31	2.30	5.09	0.28	2.09	6.51	3.76	0.00	4.10	0.00	2.06	1.48	1.48	0.00	0.51	1.18	0.00	0.76	2.55	1.03	3.25	3.42
peak5854	0.29	4.61	3.96	2.28	0.26	0.25	0.47	0.46	1.03	1.73	0.26	0.49	0.99	1.15	1.02	0.00	0.89	3.79	0.00	0.62	0.15	0.86
peak26838	2.31	10.37	5.38	11.38	2.87	3.76	4.70	0.00	6.66	1.38	0.52	1.97	2.47	1.73	4.08	3.54	0.89	5.30	5.95	1.03	1.86	2.28
peak13138	18.48	33.41	45.83	47.23	55.59	56.34	52.42	1.84	18.45	5.53	9.28	22.20	24.17	3.45	46.42	40.08	32.84	25.75	82.51	7.39	48.54	38.19
peak29096	18.77	12.10	7.64	9.11	10.96	7.01	11.05	2.77	3.08	3.80	4.12	4.44	4.44	1.15	9.18	5.89	44.37	28.77	33.17	5.14	14.07	14.82
peak24460	5.49	14.98	14.15	23.05	6.00	4.76	4.47	1.38	6.15	0.69	0.77	0.99	0.99	0.58	5.61	2.36	15.09	7.57	22.97	4.31	7.88	7.70
peak14375	141.17	99.09	95.34	122.35	95.00	80.13	85.09	0.00	8.71	19.36	24.22	23.19	24.66	5.75	52.54	39.49	416.23	526.28	474.62	18.90	28.45	34.35
peak15904	2.02	2.59	9.90	2.85	6.26	6.76	4.47	0.92	1.03	0.00	0.52	1.97	1.97	0.00	4.08	1.18	14.20	18.17	26.37	4.72	5.57	3.71
peak7128	3.46	15.84	0.85	13.09	0.78	1.25	1.18	1.38	1.54	0.69	1.55	0.99	1.97	0.58	2.04	1.18	1.77	0.76	0.00	0.82	1.08	0.29
peak26860	19.92	4.32	9.62	8.54	21.14	20.78	20.68	4.15	5.64	1.73	5.67	6.91	9.37	2.88	15.30	18.27	20.41	13.63	62.94	6.37	19.02	23.23
peak24461	11.84	29.96	15.28	42.96	11.48	13.02	9.40	3.69	5.13	2.07	1.80	3.45	2.96	1.73	5.61	2.36	11.54	20.45	17.01	1.23	5.57	3.56
peak28468	0.58	15.84	3.96	14.23	1.30	3.51	4.23	2.77	4.10	17.28	0.52	2.47	1.97	0.00	3.57	2.36	0.00	1.51	2.55	1.44	7.88	5.13
peak20862	0.87	4.32	13.30	12.23	1.30	2.50	4.23	1.38	2.05	17.28	1.80	0.49	4.44	0.00	2.04	2.36	0.89	0.00	4.25	1.44	1.86	1.28
peak6853	1.15	0.86	5.66	1.42	1.04	1.25	1.65	0.92	2.56	1.04	1.55	1.97	2.96	0.58	2.55	1.18	0.00	6.06	2.55	1.23	2.01	0.71
peak19781	3.75	1.44	9.34	5.12	2.61	4.51	5.41	1.38	2.05	0.00	1.55	0.49	1.97	0.58	1.02	2.95	0.00	0.00	0.85	0.41	1.08	0.86
peak25734	9.53	7.49	15.28	7.11	8.87	8.26	7.76	1.84	8.20	5.88	3.09	5.92	3.95	0.00	5.61	4.71	1.77	6.06	5.95	4.11	10.82	9.26
peak24974	3.75	4.61	3.68	5.12	11.22	8.51	9.64	0.92	0.00	1.38	1.29	3.45	0.00	0.00	1.02	0.00	4.44	3.79	1.70	2.46	0.46	1.71
peak20325	21.94	25.92	30.84	14.80	26.36	27.54	21.62	1.38	8.71	6.91	5.93	15.79	2.96	2.88	16.83	12.38	43.49	40.13	45.93	4.52	23.81	23.66
peak18650	2.02	6.34	6.22	9.11	9.13	17.03	14.34	0.00	21.01	11.75	1.29	6.91	0.49	2.30	27.04	17.68	0.89	12.87	15.31	3.29	28.75	11.54
peak6871	24.25	21.03	17.26	21.91	21.66	26.79	31.03	0.46	2.05	3.11	5.67	10.36	10.85	2.88	15.81	11.79	11.54	17.42	21.26	5.34	11.29	9.98
peak16911	0.87	3.74	0.85	9.11	0.52	0.75	1.41	0.00	0.00	4.15	0.52	1.97	0.49	2.30	1.02	2.36	0.00	0.76	0.00	0.21	0.31	0.71
peak11219	33.49	11.23	11.60	8.82	37.58	27.04	29.15	0.46	7.69	13.48	9.02	11.35	7.89	1.15	13.26	6.48	23.07	11.36	49.33	2.67	26.59	20.38
peak26622	12.13	16.71	11.88	21.06	0.52	0.50	1.41	0.00	0.51	0.69	1.03	0.99	0.00	0.58	1.02	1.77	0.00	3.03	0.85	11.09	2.94	2.85
peak29103	4.04	11.52	3.96	7.11	11.74	6.76	8.46	0.00	1.03	0.69	1.03	1.48	1.97	1.15	1.53	2.95	3.55	0.76	9.36	0.41	1.24	1.43
peak28331	3.18	9.79	1.70	17.07	7.57	9.01	6.58	2.31	18.96	18.32	2.83	2.96	2.47	0.00	18.36	3.54	0.89	1.51	3.40	1.03	13.76	3.42
peak13276	11.84	18.72	10.19	21.34	20.62	19.78	24.68	1.84	7.18	9.33	3.35	6.41	7.89	1.15	8.67	4.71	40.82	42.41	46.78	5.14	23.34	19.81
peak9012	19.05	26.50	29.71	27.03	33.67	35.56	35.96	1.38	7.18	25.92	4.90	16.28	10.36	0.00	15.30	12.97	18.64	29.53	27.22	4.72	21.80	26.08
peak6959	1.73	1.15	3.96	0.28	0.26	1.00	0.94	0.46	0.00	0.00	0.52	0.99	0.00	2.88	0.00	0.59	4.44	0.00	0.00	0.21	0.93	0.14
peak6969	1.44	2.88	4.24	10.24	2.35	5.76	5.64	2.77	6.66	18.32	0.52	6.91	4.93	0.58	11.73	7.66	1.77	2.27	8.51	1.64	8.97	9.98
peak27874	7.79	9.22	9.90	7.11	1.30	3.76	2.35	1.84	2.56	1.73	0.77	1.48	1.97	2.30	4.59	4.71	6.21	6.82	17.01	32.04	15.30	18.38
peak16186	4.62	1.15	4.24	3.13	4.44	4.76	8.93	0.92	4.10	4.49	0.52	0.99	1.97	2.88	6.12	11.20	2.66	2.27	4.25	0.82	2.16	3.28
peak9255	4.04	5.76	3.11	9.11	1.04	2.00	4.00	0.46	2.05	0.69	1.03	1.48	0.99	1.73	1.02	1.77	0.00	0.00	1.70	0.82	1.39	2.28
peak21357	14.72	87.86	67.90	118.37	15.66	44.07	29.62	5.53	47.15	67.40	6.96	38.97	26.14	3.45	74.99	45.38	17.75	12.87	176.07	8.83	105.74	82.23
peak2098	13.86	5.76	8.77	5.12	10.70	16.28	15.75	0.46	15.89	9.68	2.06	4.93	3.45	1.15	4.59	2.36	6.21	46.19	21.26	2.88	9.28	8.69
peak15941	0.29	4.90	1.98	4.55	0.78	0.75	0.47	0.00	0.00	10.37	0.77	0.49	1.48	0.00	1.53	0.59	0.00	0.00	0.85	0.41	0.77	0.43
peak29863	14.15	3.17	2.55	0.57	12.79	11.27	6.82	0.92	1.03	0.69	3.35	5.43	1.97	0.00	2.04	0.59	1.77	2.27	6.80	0.21	1.70	3.14
peak5947	4.91	8.64	2.55	11.38	3.13	2.00	1.88	0.92	3.08	3.11	0.77	1.97	0.99	0.58	1.53	0.00	7.99	9.09	5.95	0.82	3.86	3.28
peak20500	1.44	2.02	3.11	5.98	1.04	0.25	0.71	0.92	3.59	0.35	2.06	1.48	0.49	0.58	1.02	0.59	0.89	1.51	0.85	0.41	0.15	1.57
peak11034	25.98	27.37	24.33	19.63	45.41	40.81	42.78	1.84	18.45	19.70	10.82	29.60	15.29	2.30	36.22	22.40	17.75	23.47	58.69	21.77	103.27	90.64
peak2720	1.15	6.05	3.96	21.62	4.96	5.01	5.64	1.84	2.05	0.69	1.03	1.97	2.96	0.00	1.53	1.77	1.77	3.03	9.36	0.62	4.02	1.57
peak28544	3.18	3.46	10.19	3.98	8.61	8.51	5.88	0.00	1.03	2.07	0.77	0.00	0.99	0.00	0.51	1.77	0.89	1.51	0.85	2.46	2.47	2.14
peak2146	85.16	81.52	71.01	102.72	77.25	76.87	86.03	0.92	16.40	13.13	30.67	35.02	37.49	8.63	45.91	44.79	103.84	132.52	334.28	25.88	112.39	103.47
peak18046	1.15	2.02	3.11	7.40	0.52	0.25	0.71	1.84	1.03	0.00	0.77	0.49	2.96	0.58	1.02	0.59	1.77	0.00	2.55	0.62	0.62	0.14
peak27144	7.22	1.73	1.41	7.11	1.83	1.50	1.18	1.84	0.00	2.77	1.03	0.99	2.47	1.73	3.06	2.95	0.89	3.03	3.40	6.98	5.41	4.42
peak24631	36.09	14.11	22.63	14.51	44.11	34.55	34.79	1.84	26.14	15.21	15.20	30.58	18.25	1.73	22.96	20.63	6.21	6.06	24.67	6.57	38.03	31.07
peak14958	16.46	6.63	7.36	2.85	24.27	22.29	17.63	0.92	5.13	3.11	4.64	4.93	6.41	5.75	31.63	26.52	19.52	28.02	31.47	6.78	22.73	16.39
peak12297	20.21	6.63	10.47	9.39	69.42	41.06	42.31	0.46	4.10	2.07	5.93	4.93	2.47	0.00	7.14	2.95	20.41	15.14	18.71	2.46	7.42	7.84
peak716	2.02	2.30	4.81	3.13	3.65	2.25	1.18	0.00	0.00	1.04	1.03	0.49	1.97	1.15	1.53	2.36	0.00	1.51	6.80	2.05	2.47	0.86
peak5765	7.22	6.34	5.38	4.27	1.04	1.75	1.65	0.92	3.59	1.38	1.80	1.97	2.47	0.00	0.00	0.59	0.89	3.03	3.40	3.90	3.56	3.56
peak28803	2.02	2.59	6.22	2.56	12.79	11.77	14.10	0.00	1.03	0.00	2.32	3.95	3.45	2.30	3.06	1.18	1.77	1.51	11.06	1.23	2.01	2.57
